elegans	brenneri	briggsae	remanei	japonica	common_name	common_name2	type	upstream_considered	intronic_considered	num_orthologs
WBGene00017934	WBGene00153296	WBGene00027812_WBGene00042219	WBGene00080036	WBGene00138581		F30B5.4	other	1364	10284	4
WBGene00017935		WBGene00038039_WBGene00042530	WBGene00063810	WBGene00120472_WBGene00124645	srbc-70	F30B5.6	other	1177	266	3
WBGene00017936	WBGene00156724_WBGene00162892_WBGene00164868_WBGene00163037	WBGene00039924_WBGene00042218	WBGene00070181_WBGene00057296_WBGene00060880	WBGene00120093	zipt-2.2	F30B5.7	other	3768	1582	4
WBGene00017937	WBGene00150126	WBGene00029129_WBGene00029130_WBGene00035593_WBGene00035592_WBGene00034648	WBGene00064905	WBGene00132624	CELE_F30H5.3	F30H5.3	other	1802	1615	4
WBGene00017938	WBGene00151983_WBGene00153782	WBGene00036301_WBGene00025047	WBGene00063208_WBGene00063219	WBGene00130390		F31A3.3	other	13752	308	4
WBGene00017939	WBGene00146100	WBGene00025049	WBGene00063203	WBGene00131752		F31A3.5	other	6216	3859	4
WBGene00017942			WBGene00071167		fbxc-37	F31A9.4	other	1241	378	1
WBGene00017944		WBGene00040626	WBGene00065595			F31D5.1	neuronal	1135	1017	2
WBGene00017945	WBGene00145483	WBGene00040627	WBGene00085319_WBGene00065594	WBGene00136449		F31D5.2	neuronal	2282	1149	4
WBGene00017947	WBGene00143090_WBGene00151356_WBGene00190181	WBGene00040634	WBGene00065588	WBGene00121756	mth-2	F31D5.4	neuronal	486	2357	4
WBGene00017948	WBGene00143090_WBGene00194304	WBGene00040633	WBGene00065586	WBGene00122731_WBGene00213959	mth-1	F31D5.5	neuronal	683	3751	4
WBGene00017949	WBGene00152710_WBGene00151084_WBGene00159239		WBGene00060683_WBGene00060684_WBGene00054613_WBGene00081542			F31D5.6	other	1284	87	2
WBGene00017950	WBGene00157591	WBGene00036413	WBGene00069372	WBGene00125228		F31E3.2	other	744	1702	4
WBGene00017951	WBGene00141173	WBGene00036410_WBGene00042644	WBGene00061629	WBGene00130794	panl-2	F31E3.4	other	1465	769	4
WBGene00017954	WBGene00156268	WBGene00032326	WBGene00054179	WBGene00216406_WBGene00178759		F31E8.4	other	3613	220	4
WBGene00017955	WBGene00140834	WBGene00032328	WBGene00054181	WBGene00129463_WBGene00138470		F31E8.5	other	3753	726	4
WBGene00017957	WBGene00154005_WBGene00151513	WBGene00028582	WBGene00052188_WBGene00056626			F31F4.1	other	118	975	3
WBGene00017959	WBGene00193017	WBGene00038366	WBGene00071810_WBGene00068243	WBGene00123872_WBGene00123908_WBGene00214037	ugt-42	F31F4.7	other	1020	838	4
WBGene00017960		WBGene00037441	WBGene00057818_WBGene00059725_WBGene00059728_WBGene00059729			F31F4.11	other	396	851	2
WBGene00017961	WBGene00190673	WBGene00041905	WBGene00063403	WBGene00138671	nhr-180	F31F4.12	other	401	343	4
WBGene00017962	WBGene00142261	WBGene00088344	WBGene00080377_WBGene00069870_WBGene00071824_WBGene00067999_WBGene00069866_WBGene00069862_WBGene00069869_WBGene00069867_WBGene00071742_WBGene00069864_WBGene00071744_WBGene00069863_WBGene00069871_WBGene00069273_WBGene00071745_WBGene00069043_WBGene00080370_WBGene00083111_WBGene00071740_WBGene00071741_WBGene00083112_WBGene00057039_WBGene00054239_WBGene00083113_WBGene00057038_WBGene00069860_WBGene00069861_WBGene00071932_WBGene00083110_WBGene00071743_WBGene00061924_WBGene00080374_WBGene00071747	WBGene00122765	fbxa-72	F31F4.15	other	280	659	4
WBGene00017963		WBGene00037441	WBGene00057818_WBGene00059725_WBGene00059728_WBGene00059729			F31F4.17	other	2168	677	2
WBGene00017964	WBGene00146232_WBGene00162094	WBGene00038210	WBGene00052129	WBGene00128185		F31F7.1	other	1986	0	4
WBGene00017965	WBGene00149869_WBGene00149663	WBGene00038209	WBGene00052125	WBGene00122884		F31F7.2	other	3647	1737	4
WBGene00017967	WBGene00144712_WBGene00193287_WBGene00193343	WBGene00033937	WBGene00054306	WBGene00133260_WBGene00218130	ada-2	F32A5.1	other	551	818	4
WBGene00017968	WBGene00193955_WBGene00193177	WBGene00026488_WBGene00033934	WBGene00054303	WBGene00136233	skpo-3	F32A5.2	other	7568	1058	4
WBGene00017969	WBGene00194053	WBGene00033932	WBGene00054301	WBGene00133852		F32A5.3	other	2237	1257	4
WBGene00017970	WBGene00142183	WBGene00033930	WBGene00054300	WBGene00126103		F32A5.4	other	3504	151	4
WBGene00017971	WBGene00149420	WBGene00033938	WBGene00054307	WBGene00126416_WBGene00182871		F32A5.8	other	73	970	4
WBGene00017973	WBGene00150921	WBGene00035083	WBGene00051699	WBGene00130550	ift-81	F32A6.2	neuronal	54	5693	4
WBGene00017974	WBGene00141212	WBGene00035081	WBGene00051701	WBGene00215175	vps-41	F32A6.3	other	116	2803	4
WBGene00017975	WBGene00152491_WBGene00190550	WBGene00026950	WBGene00057141	WBGene00138320		F32B5.1	other	464	379	4
WBGene00017976	WBGene00154945_WBGene00141149	WBGene00026847	WBGene00056389	WBGene00133352		F32B5.2	other	3355	1472	4
WBGene00017977	WBGene00142799	WBGene00038264	WBGene00052184_WBGene00067616_WBGene00085695_WBGene00067611_WBGene00069067	WBGene00136321		F32B5.3	other	289	245	4
WBGene00017979	WBGene00163143_WBGene00164699	WBGene00026846	WBGene00056388	WBGene00135812		F32B5.6	other	10926	1234	4
WBGene00017980	WBGene00144218_WBGene00191138	WBGene00026845	WBGene00056387	WBGene00120827		F32B5.7	other	3910	7105	4
WBGene00017981	WBGene00153469	WBGene00040545	WBGene00057878	WBGene00138316	figl-1	F32D1.1	other	92	2585	4
WBGene00017982	WBGene00142375	WBGene00040546	WBGene00062982		hpo-18	F32D1.2	other	745	47	3
WBGene00017983	WBGene00154618	WBGene00088056	WBGene00057884	WBGene00122439		F32D1.3	RIA	1176	9355	4
WBGene00017984	WBGene00144680	WBGene00041935	WBGene00057891_WBGene00057886	WBGene00120212		F32D1.5	other	464	794	4
WBGene00017985	WBGene00146279				neg-1	F32D1.6	other	127	390	1
WBGene00017988	WBGene00158915	WBGene00041936	WBGene00057885	WBGene00127280_WBGene00206847	fipp-1	F32D1.9	other	519	193	4
WBGene00017989	WBGene00192526_WBGene00192836	WBGene00028276	WBGene00062454_WBGene00074442	WBGene00124824	nol-10	F32E10.1	other	334	643	4
WBGene00017990	WBGene00192006	WBGene00028274	WBGene00081057	WBGene00128366	cec-4	F32E10.2	other	257	419	4
WBGene00017991	WBGene00158891	WBGene00028272	WBGene00062451	WBGene00124964	clec-180	F32E10.3	other	437	2014	4
WBGene00017992	WBGene00191059_WBGene00190160	WBGene00028273	WBGene00062452_WBGene00081012	WBGene00123144_WBGene00134400_WBGene00216726		F32E10.5	other	137	1305	4
WBGene00017993	WBGene00156783	WBGene00028275	WBGene00062453_WBGene00074443	WBGene00128366	cec-5	F32E10.6	other	492	231	4
WBGene00017995		WBGene00028271	WBGene00081018	WBGene00131688		F32E10.8	other	3934	379	3
WBGene00017996	WBGene00152295	WBGene00028296	WBGene00062473_WBGene00164979			F33D4.4	other	672	1612	3
WBGene00017997		WBGene00028297	WBGene00062476	WBGene00216860	mrpl-1	F33D4.5	other	108	266	3
WBGene00017998	WBGene00192802	WBGene00028301	WBGene00062479_WBGene00075859	WBGene00126028		F33D4.6	other	2556	1599	4
WBGene00017999	WBGene00149334	WBGene00028298	WBGene00081058	WBGene00137967	emc-6	F33D4.7	other	316	95	4
WBGene00018000	WBGene00146360_WBGene00194521	WBGene00033680	WBGene00056241	WBGene00132187		F33D11.1	other	216	434	4
WBGene00018001	WBGene00154419_WBGene00139178	WBGene00033687	WBGene00056212	WBGene00125274_WBGene00133042		F33D11.2	other	55	701	4
WBGene00018002	WBGene00148783_WBGene00154133_WBGene00147150	WBGene00026803	WBGene00060599_WBGene00064316	WBGene00137561	twk-47	F33D11.5	neuronal	852	1246	4
WBGene00018003	WBGene00162065_WBGene00150382	WBGene00033690_WBGene00033669	WBGene00056213			F33D11.6	other	1010	635	3
WBGene00018004	WBGene00159257_WBGene00156347	WBGene00033681	WBGene00056240	WBGene00133540		F33D11.7	other	216	705	4
WBGene00018005	WBGene00145282_WBGene00152793	WBGene00026769	WBGene00078384			F33D11.8	other	2526	419	3
WBGene00018006	WBGene00161684_WBGene00192690_WBGene00193466	WBGene00026767	WBGene00066575	WBGene00130646_WBGene00217433_WBGene00217644	hpo-3	F33D11.9	other	86	2787	4
WBGene00018007	WBGene00141663_WBGene00142368_WBGene00143452_WBGene00146008	WBGene00026766_WBGene00027664	WBGene00066573_WBGene00060916_WBGene00083829	WBGene00126300_WBGene00128913_WBGene00132675		F33D11.10	other	136	167	4
WBGene00018008	WBGene00154684_WBGene00155424	WBGene00026765	WBGene00066572_WBGene00085003_WBGene00065352_WBGene00078968_WBGene00078336	WBGene00216180_WBGene00125231	vpr-1	F33D11.11	other	2226	335	4
WBGene00018009	WBGene00153130_WBGene00141295	WBGene00026767	WBGene00066574	WBGene00138368_WBGene00216203	dhhc-3	F33D11.12	Touch.receptor	307	2429	4
WBGene00018011	WBGene00159629_WBGene00192850	WBGene00033110	WBGene00061055	WBGene00130671_WBGene00211464		F33E11.3	other	760	2383	4
WBGene00018013	WBGene00148615_WBGene00145730	WBGene00024357	WBGene00061057	WBGene00121796_WBGene00214087	phf-10	F33E11.6	other	8668	4014	4
WBGene00018014	WBGene00150845_WBGene00148708_WBGene00145851	WBGene00025377	WBGene00057456	WBGene00126784		F33G12.2	other	48	793	4
WBGene00018015	WBGene00152108_WBGene00193857	WBGene00025378	WBGene00057455	WBGene00138030_WBGene00177159		F33G12.3	other	113	825	4
WBGene00018016	WBGene00150943_WBGene00190297	WBGene00025379	WBGene00057454	WBGene00129811	lrr-1	F33G12.4	other	134	770	4
WBGene00018017	WBGene00155875_WBGene00159758	WBGene00025380	WBGene00057453	WBGene00128556_WBGene00181136	golg-2	F33G12.5	other	157	459	4
WBGene00018018	WBGene00149107	WBGene00025382	WBGene00057451	WBGene00120338		F33G12.6	other	9240	1418	4
WBGene00018019	WBGene00191911		WBGene00068094	WBGene00184567		F33H12.1	other	1649	339	3
WBGene00018020	WBGene00150990_WBGene00194942_WBGene00163963_WBGene00144371	WBGene00024389_WBGene00024404_WBGene00088265_WBGene00089022	WBGene00070093_WBGene00070544	WBGene00127793_WBGene00122880_WBGene00179507		F33H12.6	other	207	473	4
WBGene00018021	WBGene00154718_WBGene00155209_WBGene00141548_WBGene00140104_WBGene00150630_WBGene00151312_WBGene00141268_WBGene00150437_WBGene00154051		WBGene00066202_WBGene00061452_WBGene00062244_WBGene00062245_WBGene00053827_WBGene00053825_WBGene00053831_WBGene00062254_WBGene00062255_WBGene00071774_WBGene00062257_WBGene00062256_WBGene00071399_WBGene00077996_WBGene00057748_WBGene00064969_WBGene00083363_WBGene00084717_WBGene00085308_WBGene00062278			F34D6.1	other	2110	531	2
WBGene00018022	WBGene00161746	WBGene00042093_WBGene00038752	WBGene00079278_WBGene00079235		ceh-87	F34D6.2	other	360	350	3
WBGene00018023	WBGene00157957_WBGene00145960	WBGene00038757	WBGene00054625	WBGene00130119	set-11	F34D6.4	other	2627	2692	4
WBGene00018024	WBGene00158801	WBGene00034842	WBGene00051917	WBGene00126148		F35A5.1	other	1716	1816	4
WBGene00018025	WBGene00147379	WBGene00034841	WBGene00077891	WBGene00134756		F35A5.2	other	2373	139	4
WBGene00018026	WBGene00154626	WBGene00034837	WBGene00051922			F35A5.4	other	1105	1347	3
WBGene00018027	WBGene00157243	WBGene00034838	WBGene00051921	WBGene00123714		F35A5.5	other	2809	822	4
WBGene00018028	WBGene00160821	WBGene00036058_WBGene00036059	WBGene00059823_WBGene00059822			F35B3.1	other	1268	1552	3
WBGene00018031	WBGene00162626	WBGene00036060	WBGene00059821	WBGene00132705		F35B3.4	other	1088	318	4
WBGene00018033	WBGene00159387	WBGene00036062	WBGene00059819	WBGene00135909		F35B3.7	other	1183	5873	4
WBGene00018034	WBGene00145588_WBGene00153978_WBGene00141637_WBGene00142028_WBGene00192288_WBGene00192248	WBGene00035099	WBGene00051683_WBGene00051250_WBGene00051324_WBGene00051684_WBGene00051750_WBGene00063146	WBGene00138310_WBGene00130096_WBGene00122141_WBGene00119534_WBGene00123108_WBGene00135478_WBGene00124826	sek-5	F35C8.1	other	695	664	4
WBGene00018035	WBGene00145588_WBGene00153978_WBGene00141637_WBGene00142028_WBGene00192288_WBGene00192248	WBGene00035099	WBGene00051683_WBGene00051250_WBGene00051324_WBGene00051684_WBGene00051750_WBGene00063146	WBGene00138310_WBGene00130096_WBGene00122141_WBGene00119534_WBGene00123108_WBGene00135478_WBGene00124826	sek-4	F35C8.2	other	2430	672	4
WBGene00018036	WBGene00142043	WBGene00035097	WBGene00051686	WBGene00124597		F35C8.5	other	1492	856	4
WBGene00018037	WBGene00164214	WBGene00035096	WBGene00051688	WBGene00129979	chtl-1	F35C8.7	ASE	1523	5916	4
WBGene00018039		WBGene00033847_WBGene00270421	WBGene00054390	WBGene00178435_WBGene00215752		F35D2.1	other	99	507	3
WBGene00018040		WBGene00033846	WBGene00084756	WBGene00126745		F35D2.2	other	2006	193	3
WBGene00018041		WBGene00033845	WBGene00054389	WBGene00217766		F35D2.3	other	7905	661	3
WBGene00018042	WBGene00185004	WBGene00033848	WBGene00054391	WBGene00130594_WBGene00217741	mks-3	F35D2.4	other	2173	594	4
WBGene00018043	WBGene00164033_WBGene00139995	WBGene00270947	WBGene00060169			F35D11.1	other	921	296	3
WBGene00018044	WBGene00148526_WBGene00160670	WBGene00034223	WBGene00084988_WBGene00084953	WBGene00137783		F35D11.3	other	4256	1695	4
WBGene00018045	WBGene00145844_WBGene00146771	WBGene00034206	WBGene00065100	WBGene00125026		F35D11.4	other	800	108	4
WBGene00018046	WBGene00141813	WBGene00034207	WBGene00065099	WBGene00128027	coa-3	F35D11.5	other	772	694	4
WBGene00018047	WBGene00147631_WBGene00153865_WBGene00147737_WBGene00147945_WBGene00157528_WBGene00149804_WBGene00151577_WBGene00160883_WBGene00158681_WBGene00140666	WBGene00034224_WBGene00034225	WBGene00065104_WBGene00065103_WBGene00084952_WBGene00084976	WBGene00218430	clec-136	F35D11.7	other	618	167	4
WBGene00018048	WBGene00147631_WBGene00157528_WBGene00140666_WBGene00158681_WBGene00147945_WBGene00153865_WBGene00149804_WBGene00151577_WBGene00160883_WBGene00147737	WBGene00034224_WBGene00034225	WBGene00065104_WBGene00065103_WBGene00084952_WBGene00084976	WBGene00218430	clec-137	F35D11.8	other	791	158	4
WBGene00018049	WBGene00147631_WBGene00157528_WBGene00140666_WBGene00158681_WBGene00147945_WBGene00153865_WBGene00149804_WBGene00151577_WBGene00160883_WBGene00147737	WBGene00034224_WBGene00034225	WBGene00065104_WBGene00065103_WBGene00084952_WBGene00084976	WBGene00218430	clec-138	F35D11.9	other	187	195	4
WBGene00018050	WBGene00141490	WBGene00034226	WBGene00065105	WBGene00121489	clec-139	F35D11.10	other	2083	929	4
WBGene00018051	WBGene00141830_WBGene00194223	WBGene00034196	WBGene00067514	WBGene00132685_WBGene00211518_WBGene00215869	che-10	F35D11.11	other	10743	4321	4
WBGene00018052				WBGene00125751		F35F10.1	other	868	649	1
WBGene00018053	WBGene00191758_WBGene00164119_WBGene00192356_WBGene00193134_WBGene00193276_WBGene00194270		WBGene00067965_WBGene00057853_WBGene00067967_WBGene00082466_WBGene00085762_WBGene00085768_WBGene00085777	WBGene00126242	srbc-3	F35F10.2	other	6470	318	3
WBGene00018055	WBGene00145557	WBGene00038130_WBGene00040277_WBGene00040278				F35F10.5	other	624	146	2
WBGene00018056	WBGene00142362_WBGene00154962_WBGene00193005	WBGene00040710_WBGene00270387_WBGene00270388	WBGene00082938	WBGene00132869		F35F10.6	other	83	561	4
WBGene00018057	WBGene00193005_WBGene00154962_WBGene00142362	WBGene00038674_WBGene00040710_WBGene00270387_WBGene00270388	WBGene00082938	WBGene00132869		F35F10.7	other	594	270	4
WBGene00018058	WBGene00191758_WBGene00164119_WBGene00192356_WBGene00193134_WBGene00193276_WBGene00194270		WBGene00057853_WBGene00067965_WBGene00067967_WBGene00082466_WBGene00085762_WBGene00085768_WBGene00085777	WBGene00126242	srbc-1	F35F10.9	other	6470	2226	3
WBGene00018060	WBGene00150178	WBGene00039624_WBGene00039625	WBGene00057560_WBGene00057559	WBGene00135027_WBGene00131126	arrd-18	F35F10.11	neuronal	1175	488	4
WBGene00018061	WBGene00150178	WBGene00039624_WBGene00039625	WBGene00057560_WBGene00057559	WBGene00131126_WBGene00135027	arrd-19	F35F10.12	neuronal	140	478	4
WBGene00018062	WBGene00161150_WBGene00143083_WBGene00159102_WBGene00164737	WBGene00024112	WBGene00068440_WBGene00053178			F35F10.13	other	403	270	3
WBGene00018063	WBGene00164737	WBGene00024112	WBGene00053178			F35F10.14	other	237	99	3
WBGene00018064	WBGene00150389	WBGene00041393	WBGene00069680_WBGene00069678	WBGene00138258_WBGene00207243_WBGene00212195_WBGene00215672	cdc-73	F35F11.1	other	1046	3357	4
WBGene00018065	WBGene00144735	WBGene00040248	WBGene00073077	WBGene00123388		F35F11.2	other	12180	475	4
WBGene00018067	WBGene00157555	WBGene00036190	WBGene00077320_WBGene00062642_WBGene00075376	WBGene00131822	npr-7	F35G8.1	neuronal	11952	2374	4
WBGene00018068	WBGene00139638	WBGene00024812	WBGene00059470			F35H10.2	other	2162	100	3
WBGene00018069	WBGene00190547	WBGene00024811	WBGene00059469	WBGene00134087_WBGene00179682		F35H10.3	other	383	428	4
WBGene00018070	WBGene00193820	WBGene00024807	WBGene00059465			F35H10.5	other	130	82	3
WBGene00018071	WBGene00143150	WBGene00024806	WBGene00059464	WBGene00124796		F35H10.6	other	97	134	4
WBGene00018072	WBGene00140967_WBGene00191633	WBGene00024805	WBGene00059463	WBGene00134193_WBGene00209867	nprl-3	F35H10.7	other	1091	740	4
WBGene00018073	WBGene00159536_WBGene00164463	WBGene00024809	WBGene00059468_WBGene00075393	WBGene00134357		F35H10.10	neuronal	13046	1049	4
WBGene00018074	WBGene00190321	WBGene00029951		WBGene00123599		F35H12.1	other	1548	2554	3
WBGene00018075	WBGene00154621	WBGene00029952	WBGene00060204	WBGene00121313	tbc-11	F35H12.2	other	499	4355	4
WBGene00018076	WBGene00145222	WBGene00029953	WBGene00060205	WBGene00135745	pifk-1	F35H12.4	other	454	2202	4
WBGene00018077	WBGene00141796	WBGene00029954	WBGene00060209	WBGene00214452		F35H12.5	other	106	451	4
WBGene00018078	WBGene00158070	WBGene00029956				F35H12.6	other	10727	954	2
WBGene00018080		WBGene00029280	WBGene00078893_WBGene00078899	WBGene00209806_WBGene00133304_WBGene00129276		F36A4.1	other	652	103	3
WBGene00018081	WBGene00149558	WBGene00029280	WBGene00069936_WBGene00078637_WBGene00078893_WBGene00078899_WBGene00079567	WBGene00209806_WBGene00133304_WBGene00129276		F36A4.2	other	1065	112	4
WBGene00018082		WBGene00029280	WBGene00078637_WBGene00078893_WBGene00078899	WBGene00209806_WBGene00133304_WBGene00129276		F36A4.3	other	1496	100	3
WBGene00018083	WBGene00149558	WBGene00029280	WBGene00078637_WBGene00078893_WBGene00078899_WBGene00079567	WBGene00209806_WBGene00133304_WBGene00129276		F36A4.4	other	1032	155	4
WBGene00018085	WBGene00162352	WBGene00027818	WBGene00072903	WBGene00126080	ttr-20	F36A4.8	other	104	152	4
WBGene00018087	WBGene00156740	WBGene00038524_WBGene00038658	WBGene00072518_WBGene00082615	WBGene00135227		F36D4.1	other	2537	1739	4
WBGene00018088	WBGene00146221	WBGene00038521	WBGene00072537	WBGene00122085	trpp-4	F36D4.2	other	271	752	4
WBGene00018089	WBGene00185020_WBGene00163330	WBGene00088605	WBGene00072520_WBGene00080177	WBGene00130639		F36D4.4	neuronal	2542	10888	4
WBGene00018090	WBGene00159309	WBGene00038659	WBGene00072517	WBGene00133146		F36D4.5	other	1135	4741	4
WBGene00018091	WBGene00139241_WBGene00151914	WBGene00042487	WBGene00056517	WBGene00135343		F36D4.6	other	95	117	4
WBGene00018092	WBGene00143350_WBGene00157305	WBGene00033150	WBGene00058096	WBGene00130607		F36F12.1	other	450	1540	4
WBGene00018093		WBGene00028598_WBGene00028600_WBGene00041589	WBGene00058081	WBGene00129761		F36F12.2	other	789	1901	3
WBGene00018094	WBGene00150524	WBGene00088285_WBGene00033149_WBGene00270729	WBGene00068932_WBGene00076380_WBGene00076220_WBGene00078361_WBGene00082154_WBGene00081385_WBGene00080199_WBGene00078119_WBGene00078120_WBGene00058094	WBGene00213318_WBGene00123469_WBGene00208750		F36F12.3	other	73	2098	4
WBGene00018096	WBGene00146290_WBGene00141751_WBGene00142039_WBGene00153774	WBGene00037302	WBGene00067427	WBGene00135969_WBGene00122490_WBGene00129455	clec-207	F36F12.5	other	799	475	4
WBGene00018097	WBGene00146290_WBGene00141751_WBGene00142039_WBGene00153774	WBGene00037302	WBGene00067427	WBGene00135969_WBGene00122490_WBGene00129455	clec-208	F36F12.6	other	695	487	4
WBGene00018099	WBGene00142934_WBGene00151327_WBGene00159933_WBGene00163380_WBGene00151173_WBGene00144911_WBGene00144269_WBGene00143232_WBGene00160642_WBGene00156499_WBGene00142004	WBGene00024120	WBGene00082476	WBGene00128986_WBGene00132757_WBGene00129180	ztf-28	F36F12.8	other	861	116	4
WBGene00018100	WBGene00154588_WBGene00141180_WBGene00143314_WBGene00159386		WBGene00070906_WBGene00064233_WBGene00070908_WBGene00070910_WBGene00060679_WBGene00085414_WBGene00060680_WBGene00084683_WBGene00070029_WBGene00085418_WBGene00057051_WBGene00072684_WBGene00060800_WBGene00079203		math-26	F36H5.1	other	600	727	2
WBGene00018101	WBGene00154588_WBGene00141180_WBGene00143314_WBGene00159386		WBGene00079203		math-27	F36H5.2	other	1255	2651	2
WBGene00018102	WBGene00154588_WBGene00141180_WBGene00143314_WBGene00159386		WBGene00079203		math-28	F36H5.3	other	465	652	2
